timestamp,site,marca_buscada,produto,quantidade,volume,preco_pack,preco_unitario,url
2026-07-27 13:32:30,Sam's Club,Michelob,Cerveja Michelob Ultra Pack 6 Garrafas 330ml Cada,6,330ml,"38,98","6,50",https://www.samsclub.com.br/produto/cerveja-michelob-ultra-pack-6-garrafas-330ml-cada-112315
2026-07-27 13:32:30,Sam's Club,Heineken,Cerveja Lager Chopp Premium Heineken Barril 5l,1,,"109,98","109,98",https://www.samsclub.com.br/produto/cerveja-lager-chopp-premium-heineken-barril-5l-75207
2026-07-27 13:32:30,Sam's Club,Spaten,Cerveja Spaten Munich Puro Malte Pack 8 Latas 269ml Cada,8,269ml,"23,98","3,00",https://www.samsclub.com.br/produto/cerveja-spaten-munich-puro-malte-pack-8-latas-269ml-cada-117349
2026-07-27 13:32:30,Sam's Club,Heineken,Cerveja Heineken Zero Álcool Pack 8 Latas 269ml Cada,8,269ml,"36,98","4,62",https://www.samsclub.com.br/produto/cerveja-heineken-zero-alcool-pack-8-latas-269ml-cada-134556
2026-07-27 13:32:30,Sam's Club,Heineken,Cerveja Lager Heineken Garrafa 600ml,1,600ml,"13,48","13,48",https://www.samsclub.com.br/produto/cerveja-lager-heineken-garrafa-600ml-75205
2026-07-27 13:32:30,Sam's Club,Stella Artois,Cerveja Puro Malte Stella Artois Belgium Garrafa 600ml,1,600ml,"9,98","9,98",https://www.samsclub.com.br/produto/cerveja-puro-malte-stella-artois-belgium-garrafa-600ml-111828
2026-07-27 13:32:30,Sam's Club,Stella Artois,Cerveja Pilsen Lager Premium Stella Artois Pack 6 Garrafas 330ml Cada,6,330ml,"40,48","6,75",https://www.samsclub.com.br/produto/cerveja-pilsen-lager-premium-stella-artois-pack-6-garrafas-330ml-cada-75280
2026-07-27 13:32:30,Sam's Club,Heineken,Cerveja Heineken Ultimate Long Neck 6x330ml,1,330ml,"43,74","43,74",https://www.samsclub.com.br/produto/cerveja-heineken-ultimate-long-neck-6x330ml-149383
2026-07-27 13:32:30,Sam's Club,Heineken,Cerveja Lager Heineken Pack 6 Long Neck 330ml cada,6,330ml,"41,98","7,00",https://www.samsclub.com.br/produto/cerveja-lager-heineken-pack-6-long-neck-330ml-cada-75204
2026-07-27 13:32:30,Sam's Club,Stella Artois,Cerveja Puro Malte Pure Gold sem Glúten Stella Artois Lata 8x269ml,1,269ml,"35,48","35,48",https://www.samsclub.com.br/produto/cerveja-puro-malte-pure-gold-sem-gluten-stella-artois-lata-8x269ml-139868
2026-07-27 13:32:30,Sam's Club,Stella Artois,Cerveja Puro Malte Pure Gold Stella Artois Lata 8x350ml,1,350ml,"43,88","43,88",https://www.samsclub.com.br/produto/cerveja-puro-malte-pure-gold-stella-artois-lata-8x350ml-139907
2026-07-27 13:32:30,Sam's Club,Heineken,Cerveja Heineken Long Neck 6x250ml,1,250ml,"31,98","31,98",https://www.samsclub.com.br/produto/cerveja-heineken-long-neck-6x250ml-145582
